id,name,entity_description,picture_id,picture_description,pic_url,location_name,location_description,coordinates,place_image
104,Obrenović Miloš Prince (1780-1860),"Prince Miloš Obrenović (1780-1860) was the leader of the Second Serbian Uprising (1815-1817) against the Ottoman Empire, ruler of Serbia (1815-1839 and 1858-1860) and founder of the Obrenović Dynasty. Under his rule Serbia became an autonomous principality within the Ottoman Empire. During his reign the modernisation of Serbia had begun through numerous reforms (first schools, courts, administration, publishing houses, the first Constitution in 1835, church reforms etc.).
Miloš Obrenović lived in Vienna with interruption from 1841 to 1858. In this period he had contact not only with many renowned Viennese Serbs (e.g. Vuk Stefanović Karadžić, Branko Radičević, Anastas Jovanović, Djura Daničić...), but also with other important Slavs and Orthodox personalities in Vienna as well – especially with the Greek families Sina, Dumba and Tirka and with the Russian Orthodox priest Mihail Fjodorovič Rajevski (1811-1884).",1015,The house of Prince Miloš Obrenović (1780-1860) in Untere Donaustraße 23 (1020 Vienna) is the second house from the left. This building does not exist anymore. Photograph acquired and scanned by Zlatan Stojadinović (2019).,https://orthodoxes-wien.oeaw.ac.at/repository/pic/1015,House of Prince Miloš Obrenović in Hietzing,Prince Miloš bought this house at the beginning of the year 1846. The building still exists. ,16.294309124343538 48.184123934182701,https://orthodoxes-wien.oeaw.ac.at/repository/pic/3395
104,Obrenović Miloš Prince (1780-1860),"Prince Miloš Obrenović (1780-1860) was the leader of the Second Serbian Uprising (1815-1817) against the Ottoman Empire, ruler of Serbia (1815-1839 and 1858-1860) and founder of the Obrenović Dynasty. Under his rule Serbia became an autonomous principality within the Ottoman Empire. During his reign the modernisation of Serbia had begun through numerous reforms (first schools, courts, administration, publishing houses, the first Constitution in 1835, church reforms etc.).
Miloš Obrenović lived in Vienna with interruption from 1841 to 1858. In this period he had contact not only with many renowned Viennese Serbs (e.g. Vuk Stefanović Karadžić, Branko Radičević, Anastas Jovanović, Djura Daničić...), but also with other important Slavs and Orthodox personalities in Vienna as well – especially with the Greek families Sina, Dumba and Tirka and with the Russian Orthodox priest Mihail Fjodorovič Rajevski (1811-1884).",211,"Painting of Prince Miloš Obrenović from 1848.

Cf. https://en.wikipedia.org/wiki/File:MilosObrenovic_1848.jpg",https://orthodoxes-wien.oeaw.ac.at/repository/pic/211,House of Prince Miloš Obrenović in Hietzing,Prince Miloš bought this house at the beginning of the year 1846. The building still exists. ,16.294309124343538 48.184123934182701,https://orthodoxes-wien.oeaw.ac.at/repository/pic/3395
127,Obrenović Milan King (1854-1901),"Milan Obrenović (1854-1901) was a ruling Prince (1868-1882) and King of Serbia (1882-1889). He was born in Mărășești (today Romania) on 22 August 1854. He succeeded his cousin Prince Mihailo Obrenović (1823-1868) in 1868. During his rule Serbia became an independent state after two Serbian-Ottoman Wars (1876-1878) and was internationally recognised by the Treaty of Berlin (1878). His reign was also a period of modernisation. Milan Obrenović abdicated in 1889, and his 13 year old son Aleksandar Obrenović (1876-1903) became King. After the abdication Milan Obrenović lived in Paris and in 1897 returned to Serbia, where he was installed as the commander-in-chief of the Serbian army. After a disagreement regarding his son's wedding with Draga Mašin (1864-1903) he left Serbia. Milan Obrenović settled in Vienna. From autumn 1900 he lived firstly in the Hotel Imperial and then in an apartment in Johannesgasse 16 (1010 Vienna). Here died Milan Obrenović on 11 February 1901. He was a close friend of the Austrian Emperor Franz Joseph I (1830-1916), who awarded to him the Grand Cross of the Austrian Imperial Order of Leopold (""Großkreuz des Leopoldordens"") on 7 January 1870. The 97th Infantry Regiment of the Austro-Hungarian Army (Küstenländisch-krainerisches Infanterieregiment Nr. 97) was named after him in 1883 (until 1892). There are several compositions of Austrian composers, which were dedicated to King Milan Obrenović: two compositions to King Milan and Queen Natalija by Philipp Fahrbach Junior (1884), the ""King Milan March"" by Anton Riedl (1885) and three songs by Carl Streitmann (1887).",143,https://commons.wikimedia.org/wiki/File:Exk%C3%B6nig_Milan_(Wiener_Bilder_1901).png,https://orthodoxes-wien.oeaw.ac.at/repository/pic/143,Sacher Hotel,"King Milan was often a guest in the Hotel Sacher and also a good friend of the owner Eduard Sacher. In a biographical novel about Eduard Sacher´s wife, Anna Sacher, King Milan is the main protagonist in one chapter. The Austrian National Library keeps a menu from one of the dinners of King Milan on 19 January 1892.",16.36998327091441 48.204019862714354,https://orthodoxes-wien.oeaw.ac.at/repository/pic/3607
1994,Bajić von Dušan (1881-1909) ,"Dušan von Bajić (1881-1909) was the son of Teodor von Bajić. He was a merchant and after the death of his grandfather Djordje Ostojić the owner of the company ""Baich & Ostoits"" in Vienna. He was decorated with the Mariannenkreuz des Deutschen Ritterordens. Dušan Bajić invested also in a car factory. He committed suicide on 21 May 1909 in his home in Hainburgerstraße 21 (1030 Vienna). After that his company went bankrupt. He was buried in the Viennese Central Cemetery (Wiener Zentralfriedhof, 1110 Vienna) on 24 May 1909.",3502,"Family Tomb of Djordje Ostojić in the Viennese Central Cemetery (Wiener Zentralfriedhof, 1110 Vienna). Photograph by Zlatan Stojadinović (2019).",https://orthodoxes-wien.oeaw.ac.at/repository/pic/3502,Apartment of Teodor von Bajić,"Here lived Teodor von Bajić (1846-1897), a merchant and donor for the building of the Serbian Orthodox Church of St. Sava in Vienna. The building still exists.

Here died Dušan von Bajić (1881-1909), the son of Teodor von Bajić, merchant and, after the death of his grandfather Djordje Ostojić, the owner of the company ""Baich & Ostoits"".",16.394781889822475 48.20128648938865,https://orthodoxes-wien.oeaw.ac.at/repository/pic/4298
3545,Vojinović de Užički Djordje (1833-1895),"Djordje Vojinović de Užički (1833-1895) was a Serbian Count, politician and member of the Upper House (""Herrenhaus"") in the Austrian Parliament. He was born in Herceg Novi (today Montenegro) in a noble family. Djordje Vojinović studied Law in Vienna and Padua from 1851 to 1853. Djordje Vojinović de Užički studied together with his brother Konstantin in Vienna. They lived at that time in Wieden 15 (today Wiedner Hauptstraße 25, 1040 Vienna; the original building does not exist anymore). He was mayor of Herceg Novi and member of the Dalmatian Parliament since 1867, its Vice-President  from 1870 to 1876 and its President from 1877 to 1895. Djordje Vojinović was also elected two times as member of the Lower House (""Abgeordnetenhaus"") of the Parliament in Vienna from 1870 to 1873 and from 1879 to 1891. He became a member of the Upper House (""Herrenhaus"") in the Austrian Parliament in 1892. He had very good relations with Serbian diplomats in Vienna as well as with King Nikola of Montenegro (1841-1921) and King Milan Obrenović of Serbia (1854-1901). After the split in the National Party he was one of the founders of the Serbian Independent Party (""Srpska Samostalna Stranka"") in the Dalmatian Parliament. In 1884 he received the Commander's Cross of the Order of Franz Josef. Djordje Vojinović died in Zadar (today Croatia) in 1895 and was buried in the Serbian Orthodox Monastery of Savina in his hometown Herceg Novi. He was decorated with the Serbian Grand Officer's Order of Takovo. Djordje Vojinović was a friend of Crown Prince Rudolf of Austria (1858-1889) and helped him to buy the island of Lokrum near Dubrovnik.",3547,"Carl Georg Friedrich Heyer von Rosenfeld, Wappenbuch des Königreichs Dalmatien (Nürnberg 1873), Tafel 15.",https://orthodoxes-wien.oeaw.ac.at/repository/pic/3547,Parliament,"Djordje Vojinović de Užički (1833-1895) was elected two times as member of the Lower House (""Abgeordnetenhaus"") of the Parliament in Vienna from 1870 to 1873 and from 1879 to 1891. He became a member of the Upper House (""Herrenhaus"") in the Austrian Parliament in 1892. 

From 1901 to 1907 Andrija Vujatović Šarov (1841-1934) was a member of the Lower House (""Abgeordnetenhaus"") of the Austrian Parliament in Vienna.",16.358738099582148 48.208062781761797,https://orthodoxes-wien.oeaw.ac.at/repository/pic/4578
1452,Konstantinović de German Stefan (?-1828),"Stefan Konstantinović de German (?-1828) was a Viennese house owner, merchant and wholesaler of Serbian origin. He was born in Vršac (today Serbia) and was ennobled on 30 November 1821 for his merits to ""Fatherland and Country"". He was raised to Hungarian nobility and became owner of the landed property German in the County of Timișoara (today Romania). Therefore, he acquired the epithet ""de German"". He died in German on 27 November 1828. Stefan Konstantinović de German was the owner of houses in Vienna with the numbers 699 (Grashofgasse 4, 1010 Vienna) and 704 (Fleischmarkt 9, 1010 Vienna). His first address was ""am alten Fleischmarkt im goldenen Bären 741"". In this house died his son Nikola at the age of 3 on 1 May 1806. Nikola was buried on 3 May 1806 in the St. Marx Cemetery (1030 Vienna). His daughter died in the same house on 8 January 1809 during childbirth and was buried on 10 January 1809 in the St. Marx Cemetery (1030 Vienna). Stefan's wife Jefimija, who was born in Novi Sad (today Serbia) in the family Petrović, died just two days later at the age of 30 on 10 January 1809 and was also buried in the St. Marx Cemetery (1030 Vienna) on 12 January 1809. In the same house died Stefan's daughter Jelisaveta (1807-25 June 1812) and was also buried in the St. Marx Cemetery (1030 Vienna). In the house ""am alten Fleischmarkt 736"" died Stefan's daughter Maria on 18 January 1814. She was only 11 months old.",3521,"Csergheö de N.-Tacskand, Wappenbuch des Adels von Ungarn sammt den Nebenländern der St. Stephans-Krone (Nürnberg 1885-87), Tafel 80.",https://orthodoxes-wien.oeaw.ac.at/repository/pic/3521,House of the Family Konstantinović de German in Fleischmarkt,"Stefan Konstantinović de German bought this house on 13 August 1814. After his death his sucessors were Dimitrije, Konstantin, Helene, Anna, Alexandra, Johann, Eugen and Isidor Konstantinović de German. From 1856 Dimitrije was the only owner and sold the house in 1861. Here died Konstantin Konstantinović de German (1801-1831) on 9 April 1831 at the age of 30.",16.377040690593795 48.210810653565702,https://orthodoxes-wien.oeaw.ac.at/repository/pic/3396
1469,Konstantinović de German Konstantin (1801-1831),"Konstantin Konstantinović de German (1801-1831) was a landowner, who was born in Vienna in 1798 as a son of Stefan Konstantinović. He died on 9 April 1831 in the family house in Fleischmarkt 9 (1010 Vienna) at the age of 30. He was buried in the St. Marx Cemetery (1030 Vienna) on 11 April 1831.",3521,"Csergheö de N.-Tacskand, Wappenbuch des Adels von Ungarn sammt den Nebenländern der St. Stephans-Krone (Nürnberg 1885-87), Tafel 80.",https://orthodoxes-wien.oeaw.ac.at/repository/pic/3521,House of the Family Konstantinović de German in Fleischmarkt,"Stefan Konstantinović de German bought this house on 13 August 1814. After his death his sucessors were Dimitrije, Konstantin, Helene, Anna, Alexandra, Johann, Eugen and Isidor Konstantinović de German. From 1856 Dimitrije was the only owner and sold the house in 1861. Here died Konstantin Konstantinović de German (1801-1831) on 9 April 1831 at the age of 30.",16.377040690593795 48.210810653565702,https://orthodoxes-wien.oeaw.ac.at/repository/pic/3396
1149,Natošević Djordje (1821-1887),"Djordje Natošević (1821-1887) was born in Slankamen (today Serbia) on 19 July 1821. After attending grammar school in Sremski Karlovci (today Serbia) and Szeged (today Hungary), he studied first Law and then Medicine in Pest. He was promoted to Dr of Medicine in Vienna in 1850. Djordje Natošević started to work as psyhician in Novi Sad, but turned towards Pedagogy. In 1853 he became director of the grammar school in Novi Sad and in 1857 he was appointed to supervisor of all Serbian schools in the Metropolis of Karlovac (today part of Croatia). Djordje Natošević reformed schools, introduced the vernacular language and wrote a new spelling book. He published pedagogic books, for example spelling instructions for teachers in Vienna in 1858 (""Упутство за предавање букварски наука учитељима народних училишта у Аустријском царству""). From 1881 to his death (1887) Djordje Natošević was the President of the Matica Srpska. He was a corresponding member of the Serbian Learned Society (""Српско Учено Друштво"" – predecessor of the Serbian Academy of Sciences and Arts) since 29 July 1864 and a full member since 6 February 1869. He was also a member of the Serbian Church-People's Assembly in Sremski Karlovci. Djordje Natošević died in Karlovac (today Croatia) on 11 July 1887 and was buried in Novi Sad.",3485,"Property of Digitalna Biblioteka Matice Srpske

http://digital.bms.rs/ebiblioteka/publications/index/string:%D0%A3%D0%BF%D1%83%D1%82%D1%81%D1%82%D0%B2%D0%BE+%D0%B7%D0%B0+%D0%BF%D1%80%D0%B5%D0%B4%D0%B0%D0%B2%D0%B0%D1%9A%D0%B5+%D0%B1%D1%83%D0%BA%D0%B2%D0%B0%D1%80%D1%81%D0%BA%D0%B8+%D0%BD%D0%B0%D1%83%D0%BA%D0%B0+%D1%83%D1%87%D0%B8%D1%82%D0%B5%D1%99%D0%B8%D0%BC%D0%B0+%D0%BD%D0%B0%D1%80%D0%BE%D0%B4%D0%BD%D0%B8%D1%85+%D1%83%D1%87%D0%B8%D0%BB%D0%B8%D1%88%D1%82%D0%B0+%D1%83+%D0%90%D1%83%D1%81%D1%82%D1%80%D0%B8%D1%98%D1%81%D0%BA%D0%BE%D0%BC+%D1%86%D0%B0%D1%80%D1%81%D1%82%D0%B2%D1%83+/tags:publication",https://orthodoxes-wien.oeaw.ac.at/repository/pic/3485,Publishing House of the Mekhitarist Congregation,"The Mekhitarist Congregation is present in Vienna since the beginning of the 19th century. The Austrian Emperor Franz I (1768-1835) accepted the Mekhitarist monks in December 1810. Initially in 1811 the Mekhitarist fathers found shelter in the deserted buildings of the old Capucine convent ""Am Platzl"" in the suburb of St. Ulrich. In 1837 they started with the erection of new premises. The main wing of the new monastery followed the lines of the Mechitaristengasse (1070 Vienna). In 1874 two cross wings and a new church were added and so the monastery reached its present configuration. 
The Mekhitarist monks established a publishing house in 1811 and were active until 1873. From 1873 to 1876 the publishing house was in possession of Karl Seidl and Felix Mayer. This publishing house is of the greatest importance for the history of Serbian literacy and literature. It was the first publishing house in the world, which used Vuk Karadzić's (1787-1864) orthography (30 letters), and his ""Riječnik"" (""Dictionary"", 1818) was printed as the first book in history with this new orthography. 
In the publishing house of the Mekhitarist Congregation Djordje Natošević (1821-1887) published pedagogic books, for example spelling instructions for teachers in Vienna in 1858 (""Упутство за предавање букварски наука учитељима народних училишта у Аустријском царству"").",16.354234027137551 48.206017398642203,https://orthodoxes-wien.oeaw.ac.at/repository/pic/4519
1149,Natošević Djordje (1821-1887),"Djordje Natošević (1821-1887) was born in Slankamen (today Serbia) on 19 July 1821. After attending grammar school in Sremski Karlovci (today Serbia) and Szeged (today Hungary), he studied first Law and then Medicine in Pest. He was promoted to Dr of Medicine in Vienna in 1850. Djordje Natošević started to work as psyhician in Novi Sad, but turned towards Pedagogy. In 1853 he became director of the grammar school in Novi Sad and in 1857 he was appointed to supervisor of all Serbian schools in the Metropolis of Karlovac (today part of Croatia). Djordje Natošević reformed schools, introduced the vernacular language and wrote a new spelling book. He published pedagogic books, for example spelling instructions for teachers in Vienna in 1858 (""Упутство за предавање букварски наука учитељима народних училишта у Аустријском царству""). From 1881 to his death (1887) Djordje Natošević was the President of the Matica Srpska. He was a corresponding member of the Serbian Learned Society (""Српско Учено Друштво"" – predecessor of the Serbian Academy of Sciences and Arts) since 29 July 1864 and a full member since 6 February 1869. He was also a member of the Serbian Church-People's Assembly in Sremski Karlovci. Djordje Natošević died in Karlovac (today Croatia) on 11 July 1887 and was buried in Novi Sad.",2389,https://sr.wikipedia.org/wiki/%D0%82%D0%BE%D1%80%D1%92%D0%B5_%D0%9D%D0%B0%D1%82%D0%BE%D1%88%D0%B5%D0%B2%D0%B8%D1%9B#/media/File:%C4%90or%C4%91e_Nato%C5%A1evi%C4%87.jpg,https://orthodoxes-wien.oeaw.ac.at/repository/pic/2389,Publishing House of the Mekhitarist Congregation,"The Mekhitarist Congregation is present in Vienna since the beginning of the 19th century. The Austrian Emperor Franz I (1768-1835) accepted the Mekhitarist monks in December 1810. Initially in 1811 the Mekhitarist fathers found shelter in the deserted buildings of the old Capucine convent ""Am Platzl"" in the suburb of St. Ulrich. In 1837 they started with the erection of new premises. The main wing of the new monastery followed the lines of the Mechitaristengasse (1070 Vienna). In 1874 two cross wings and a new church were added and so the monastery reached its present configuration. 
The Mekhitarist monks established a publishing house in 1811 and were active until 1873. From 1873 to 1876 the publishing house was in possession of Karl Seidl and Felix Mayer. This publishing house is of the greatest importance for the history of Serbian literacy and literature. It was the first publishing house in the world, which used Vuk Karadzić's (1787-1864) orthography (30 letters), and his ""Riječnik"" (""Dictionary"", 1818) was printed as the first book in history with this new orthography. 
In the publishing house of the Mekhitarist Congregation Djordje Natošević (1821-1887) published pedagogic books, for example spelling instructions for teachers in Vienna in 1858 (""Упутство за предавање букварски наука учитељима народних училишта у Аустријском царству"").",16.354234027137551 48.206017398642203,https://orthodoxes-wien.oeaw.ac.at/repository/pic/4519
295,Milenković Max von (1866-1945),"Max von Milenković (1866-1945) was a writer (pseudonym Max Morold) and Director of the k.k. Hofburgtheater (today Burgtheater) in Vienna. He was of Serbian origin, and his father was the famous Austrian poet and writer Stefan von Milenković (pseudonym Stefan Milow, 1836-1915). After his graduation of Law at the University of Vienna in 1888 he worked as a civil servant in Carinthia. In 1898 Max von Milenković was promoted to the rank of Secretary in the Ministry of Education in Vienna. In 1915 he became councillor in the Ministry. From 1917 to 1918 he was Director of the k.k. Hofburgtheater. After that Max von Milenković was active as a dramatic advisor and an art critic. Although Max von Milenković was baptised as a Roman Catholic, he left the Roman Catholic Church in 1924 and converted to Orthodoxy. In the same year he married Olga von Mikolić in the Greek Orthodox Church of the Holy Trinity in Fleischmarkt (1010 Vienna). Max von Milenković received the ""Ehrenring der Stadt Wien"" in 1941. He died on 5 February 1945 in Baden and was buried in the Viennese Central Cemetery (Wiener Zentralfriedhof, 1110 Vienna). He was the son of Stefan von Milenković (1836-1915) and the brother of Benno von Milenković (1869-1946).",3500,Photograph by Zlatan Stojadinović (2019).,https://orthodoxes-wien.oeaw.ac.at/repository/pic/3500,Burgtheater,"From 1917 to 1918 was Max von Milenković (Max Morold), writer and art critic of Serbian origin director of k.k. Hofburgtheater (Burgtheater) in Vienna.",16.361477972094413 48.210361008178943,https://orthodoxes-wien.oeaw.ac.at/repository/pic/4579
295,Milenković Max von (1866-1945),"Max von Milenković (1866-1945) was a writer (pseudonym Max Morold) and Director of the k.k. Hofburgtheater (today Burgtheater) in Vienna. He was of Serbian origin, and his father was the famous Austrian poet and writer Stefan von Milenković (pseudonym Stefan Milow, 1836-1915). After his graduation of Law at the University of Vienna in 1888 he worked as a civil servant in Carinthia. In 1898 Max von Milenković was promoted to the rank of Secretary in the Ministry of Education in Vienna. In 1915 he became councillor in the Ministry. From 1917 to 1918 he was Director of the k.k. Hofburgtheater. After that Max von Milenković was active as a dramatic advisor and an art critic. Although Max von Milenković was baptised as a Roman Catholic, he left the Roman Catholic Church in 1924 and converted to Orthodoxy. In the same year he married Olga von Mikolić in the Greek Orthodox Church of the Holy Trinity in Fleischmarkt (1010 Vienna). Max von Milenković received the ""Ehrenring der Stadt Wien"" in 1941. He died on 5 February 1945 in Baden and was buried in the Viennese Central Cemetery (Wiener Zentralfriedhof, 1110 Vienna). He was the son of Stefan von Milenković (1836-1915) and the brother of Benno von Milenković (1869-1946).",660,https://de.wikipedia.org/wiki/Datei:Hofrat_Max_von_Millenkovich.jpg,https://orthodoxes-wien.oeaw.ac.at/repository/pic/660,Burgtheater,"From 1917 to 1918 was Max von Milenković (Max Morold), writer and art critic of Serbian origin director of k.k. Hofburgtheater (Burgtheater) in Vienna.",16.361477972094413 48.210361008178943,https://orthodoxes-wien.oeaw.ac.at/repository/pic/4579
295,Milenković Max von (1866-1945),"Max von Milenković (1866-1945) was a writer (pseudonym Max Morold) and Director of the k.k. Hofburgtheater (today Burgtheater) in Vienna. He was of Serbian origin, and his father was the famous Austrian poet and writer Stefan von Milenković (pseudonym Stefan Milow, 1836-1915). After his graduation of Law at the University of Vienna in 1888 he worked as a civil servant in Carinthia. In 1898 Max von Milenković was promoted to the rank of Secretary in the Ministry of Education in Vienna. In 1915 he became councillor in the Ministry. From 1917 to 1918 he was Director of the k.k. Hofburgtheater. After that Max von Milenković was active as a dramatic advisor and an art critic. Although Max von Milenković was baptised as a Roman Catholic, he left the Roman Catholic Church in 1924 and converted to Orthodoxy. In the same year he married Olga von Mikolić in the Greek Orthodox Church of the Holy Trinity in Fleischmarkt (1010 Vienna). Max von Milenković received the ""Ehrenring der Stadt Wien"" in 1941. He died on 5 February 1945 in Baden and was buried in the Viennese Central Cemetery (Wiener Zentralfriedhof, 1110 Vienna). He was the son of Stefan von Milenković (1836-1915) and the brother of Benno von Milenković (1869-1946).",657,https://de.wikipedia.org/wiki/Datei:Adelsdiplom_-_Millenkovich_1835_-_Textseite.jpg,https://orthodoxes-wien.oeaw.ac.at/repository/pic/657,Burgtheater,"From 1917 to 1918 was Max von Milenković (Max Morold), writer and art critic of Serbian origin director of k.k. Hofburgtheater (Burgtheater) in Vienna.",16.361477972094413 48.210361008178943,https://orthodoxes-wien.oeaw.ac.at/repository/pic/4579
295,Milenković Max von (1866-1945),"Max von Milenković (1866-1945) was a writer (pseudonym Max Morold) and Director of the k.k. Hofburgtheater (today Burgtheater) in Vienna. He was of Serbian origin, and his father was the famous Austrian poet and writer Stefan von Milenković (pseudonym Stefan Milow, 1836-1915). After his graduation of Law at the University of Vienna in 1888 he worked as a civil servant in Carinthia. In 1898 Max von Milenković was promoted to the rank of Secretary in the Ministry of Education in Vienna. In 1915 he became councillor in the Ministry. From 1917 to 1918 he was Director of the k.k. Hofburgtheater. After that Max von Milenković was active as a dramatic advisor and an art critic. Although Max von Milenković was baptised as a Roman Catholic, he left the Roman Catholic Church in 1924 and converted to Orthodoxy. In the same year he married Olga von Mikolić in the Greek Orthodox Church of the Holy Trinity in Fleischmarkt (1010 Vienna). Max von Milenković received the ""Ehrenring der Stadt Wien"" in 1941. He died on 5 February 1945 in Baden and was buried in the Viennese Central Cemetery (Wiener Zentralfriedhof, 1110 Vienna). He was the son of Stefan von Milenković (1836-1915) and the brother of Benno von Milenković (1869-1946).",658,https://de.wikipedia.org/wiki/Datei:Adelsdiplom_-_Millenkovich_1835_-_Wappenseite.jpg,https://orthodoxes-wien.oeaw.ac.at/repository/pic/658,Burgtheater,"From 1917 to 1918 was Max von Milenković (Max Morold), writer and art critic of Serbian origin director of k.k. Hofburgtheater (Burgtheater) in Vienna.",16.361477972094413 48.210361008178943,https://orthodoxes-wien.oeaw.ac.at/repository/pic/4579
1140,Jovanović Jovan Zmaj (1833-1904),"Jovan Jovanović Zmaj (1833-1904) was a Serbian poet, newspaper editor and physician. He was one of the most famous Serbian poets in the 19th century. He lived and worked in Vienna as a physician from 1880 until 1888. Jovan Jovanović Zmaj wrote very important accounts in his diary (1882-1888). He was a friend of many prominent Serbs during their Viennese days (like Jovan Stefanović Vilovski, Dr. Laza Lazarević, Mina Vukomanović, Simo Matavulj, Mihailo Polit Desančić, Dr. Bogdan Medaković, the Stova brothers, Dr. Vojislav Subotić, Prince Petar Karadjordjević, Uroš Predić, Miloš Stratimirović, and many others whom he mentioned in his diary). For many of them he was their house physician (like the families Adamović, Despinić etc.). He had also meetings with his Austrian colleagues, like the Professors Jovan Čokor and Theodor Billroth. In his diary Jovanović described his daily activities: the names of the patients, how much they paid, with whom he met, and almost every evening where hedined. He mentioned a multitude of Viennese cafés, restaurants and guest houses, e.g. the Café Central, Zum roten Hahn, Griechenbeisl, Ertl, Österreichischer Hof, Metropol, Garni Hotel, Hotel National, Hotel London, Café Thury etc. He was often a guest in the so-called ""Slavonic Café"" (also ""Café Gerlovich""). His friend and fellow poet Laza Kostić visited him very often in Vienna. Jovanović was also a friend of the Montenegrin Nikola I. Petrović Njegoš (1841-1921), whom Jovanović always met in Vienna, and Jovanović was even in the Prince's delegation in Moscow in 1883. Jovan Jovanović Zmaj lived and worked from 23 October 1882 until 11 May 1887 in Porzellangasse 56 (1090 Vienna). He died in Sremska Kamenica (today Serbia) on 14 June 1904.",2423,https://sr.wikipedia.org/wiki/%D0%88%D0%BE%D0%B2%D0%B0%D0%BD_%D0%88%D0%BE%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%9B_%D0%97%D0%BC%D0%B0%D1%98#/media/File:Jova_Jovanovic_Zmaj.jpg,https://orthodoxes-wien.oeaw.ac.at/repository/pic/2423,Apartment of Jovan Jovanović Zmaj,"Here lived and worked Jovan Jovanović Zmaj (1833-1904), Serbian poet and physician, from 23 October 1882 until 11 May 1887.",16.362106060915337 48.224707606095599,https://orthodoxes-wien.oeaw.ac.at/repository/pic/4788
1138,Obradović Dositej (1739-1811),"Dimitrije Dositej Obradović (1739-1811) was a Serbian educator and reformer in the revolutionary period of national awakening, revival and the Enlightenment. He was the founder of and professor at the High School, the forerunner of the University of Belgrade. Dositej Obradović was born in Ciacova near Timișoara in the region of Banat in the Habsburg Empire (today Romania). He became a monk in the Monastery of Novo Hopovo to the South of Novi Sad (today Serbia), received the clerical name Dositej and stayed there from 1757 to 1760. Then he abandoned his vocation and began to travel all over Europe and also Asia from 1760 to 1771, where he learned about the ideas of European Enlightenment and Rationalism. Guided by such ideas, he worked actively on the enlightening of the Serbian people, translated various works, among which the most famous are the Aesopian fables. In 1771 Dositej Obradović arrived in Vienna. In his autobiography he describes his life in Vienna from 1771 to 1777, where he was in very friendly relations with the local Serbs and Greeks. Dositej Obradović taught Ancient Greek and had in the beginning about 12 students. At the same time Dositej Obradović paid for lectures in French and Latin, but already in his third year in Vienna he also gave lectures to others in these two languages. He met all the important Serbs in Vienna, who had a remarkable influence on his social life. Among them were Atanasije Demetrović Sekereš, the Baron and General Mihailo Mikašinović (1715-1775) and his family, the Baron and General Arsenije Sečujac (1720-1814). In the house of Baron Mikašinović he gave lessons in French to Marta, the daughter of the General Sava Prodanović. Apart from the social life Dositej Obradović describes Vienna at that time and his visits to Belvedere, the Prater, Augarten and Schönbrunn. He visited the Opera, theatres and libraries. Dositej Obradović left Vienna in 1777 and after travelling all over Europe he came to Halle in Germany in 1782. Here he took off his monk's robe and started to study at the University of Halle. He attended lectures on Philosophy, Aesthetics and Theology. In this period of his life he began to write and in 1783 he published his first work entitled ""Писмо Харалампију"" (""A Letter to Haralampije"") in Leipzig. From Germany he travelled to France and from there to London, where he stayed for six months and learned English. From 1785 he lived again in Vienna and worked as a teacher. In his autobiography he describes his relations with one of the richest Serbian merchants in Vienna at that time, Maksim Kurtović (1774-1795) and his wife Jelena (1752-1808). They were very good friends, and Dositej Obradović gave to their two daughters Marija and Hristina, lessons in French and Italian. In 1789 the Austrian general Ernst Gideon Freiherr von Laudon (1717-1790) took Belgrade from the Ottoman Empire, which was celebrated by Dositej Obradović as the beginning of the liberty of the Serbian nation in his poem ""Песна о избавленију Србије"" (""Poem on the Salvation of Serbia""). He printed this poem in Vienna as well as the ""Собраније"" from 1793. Dositej Obradović stayed in Vienna until 1806, writing and printing both original works and translations. After the beginning of the First Serbian Uprising against the Ottoman Empire in 1804, he returned to Serbia in 1806, where he founded the High School (the forerunner of the University of Belgrade) and was the first Minister of Education in the first Serbian government. He died on 28 March 1811 in Belgrade, where he was buried.",3481,"Property of Digitalna Biblioteka Matice Srpske

http://digital.bms.rs/ebiblioteka/publications/index/string:%D0%A1%D0%BE%D0%B1%D1%80%D0%B0%D0%BD%D0%B8%D1%98%D0%B5+%D1%80%D0%B0%D0%B7%D0%BD%D0%B8%D1%85+%D0%BD%D1%80%D0%B0%D0%B2%D0%BE%D1%83%D1%87%D0%B8%D1%82%D0%B5%D0%BB%D0%BD%D0%B8%D1%85+%D0%B2%D0%B5%D1%88%D1%87%D0%B5%D1%98/tags:publication",https://orthodoxes-wien.oeaw.ac.at/repository/pic/3481,Steyrerhof 679,"One of the oldest buildings in the living area of the Orthodox inhabitants of Vienna (in the immediate vicinity of the Fleischmarkt) and site of the first Greek Orthodox Chapel of St. George. Here lived, among other Orthodox, many Serbs (e.g. Dositej Obradović, Toma Simić, Jovan Kurtović's family etc.).",16.376306671932639 48.211261858828053,https://orthodoxes-wien.oeaw.ac.at/repository/pic/3397
